"Variety","Foll_seg","Morpho_status","Variant"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Deleted"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Non-past","Retained"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Deleted"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Consonant","Past","Retained"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Deleted"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Non-past","Retained"
"Standard American","Non-consonant","Past","Deleted"
"Standard American","Non-consonant","Past","Deleted"
"Standard American","Non-consonant","Past","Deleted"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Standard American","Non-consonant","Past","Retained"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Deleted"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Non-past","Retained"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Deleted"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Consonant","Past","Retained"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Deleted"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
"Appalachian working class","Non-consonant","Non-past","Retained"
